row_id,previous_gap_seconds,previous_threshold_seconds,gap_minus_threshold_seconds,previous_same_author,inferred_previous_completion,inferred_previous_state,state_same_author_cross
62514,346.241,18.0,328.241,0.0,1.0,2.0,4.0
62515,115281.632,18.0,115263.632,0.0,-1.0,3.0,6.0
62516,16215.264,18.0,16197.264,0.0,-1.0,3.0,6.0
62517,519860.317,0.0,519860.317,0.0,-1.0,3.0,6.0
62518,79014.573,18.0,78996.573,0.0,-1.0,3.0,6.0
62519,58051.891,18.0,58033.891,0.0,-1.0,3.0,6.0
62520,257143.16,18.0,257125.16,0.0,-1.0,3.0,6.0
62521,100484.137,18.0,100466.137,0.0,-1.0,3.0,6.0
62522,1222.423,18.0,1204.423,0.0,1.0,2.0,4.0
62523,4945.366,18.0,4927.366,0.0,-1.0,3.0,6.0
62524,413107.955,18.0,413089.955,0.0,-1.0,3.0,6.0
62525,521806.59,9.266,521797.324,0.0,-1.0,3.0,6.0
62526,63516.142,18.0,63498.142,0.0,-1.0,3.0,6.0
62527,157656.237,18.0,157638.237,0.0,-1.0,3.0,6.0
62528,5671.341,18.0,5653.341,0.0,-1.0,3.0,6.0
62529,59851.731,18.0,59833.731,0.0,-1.0,3.0,6.0
62530,35808.341,18.0,35790.341,0.0,-1.0,3.0,6.0
62531,248673.544,18.0,248655.544,0.0,-1.0,3.0,6.0
62532,85218.617,18.0,85200.617,0.0,-1.0,3.0,6.0
62533,267246.351,18.0,267228.351,0.0,-1.0,3.0,6.0
62534,452189.814,18.0,452171.814,0.0,-1.0,3.0,6.0
62535,452189.814,18.0,452171.814,0.0,-1.0,3.0,6.0
62536,14024.555,18.0,14006.555,0.0,-1.0,3.0,6.0
62537,20993.726,18.0,20975.726,0.0,-1.0,3.0,6.0
62538,5120.143,18.0,5102.143,0.0,-1.0,3.0,6.0
62539,46544.46,18.0,46526.46,0.0,-1.0,3.0,6.0
62540,9564.816,18.0,9546.816,0.0,-1.0,3.0,6.0
62541,276495.101,12.9,276482.201,0.0,-1.0,3.0,6.0
62542,328.187,0.0,328.187,0.0,-1.0,3.0,6.0
62543,619894.433,18.0,619876.433,0.0,-1.0,3.0,6.0
62544,682858.954,18.0,682840.954,0.0,-1.0,3.0,6.0
62545,902.305,18.0,884.305,0.0,1.0,2.0,4.0
62546,27355.646,12.8,27342.846,0.0,-1.0,3.0,6.0
62547,70420.041,18.0,70402.041,0.0,-1.0,3.0,6.0
62548,24079.6,0.0,24079.6,0.0,-1.0,3.0,6.0
62549,140373.448,18.0,140355.448,0.0,-1.0,3.0,6.0
62550,43241.567,10.633,43230.934,0.0,-1.0,3.0,6.0
62551,676.179,14.033,662.146,0.0,1.0,2.0,4.0
62552,57475.314,18.0,57457.314,0.0,-1.0,3.0,6.0
62553,33963.05,18.0,33945.05,0.0,-1.0,3.0,6.0
62554,84206.974,18.0,84188.974,0.0,-1.0,3.0,6.0
62555,4101.998,18.0,4083.998,0.0,-1.0,3.0,6.0
62556,154158.764,18.0,154140.764,0.0,-1.0,3.0,6.0
62557,95610.417,18.0,95592.417,0.0,-1.0,3.0,6.0
62558,209876.208,6.4,209869.808,0.0,-1.0,3.0,6.0
62559,1349.121,18.0,1331.121,0.0,1.0,2.0,4.0
62560,526.592,18.0,508.592,0.0,1.0,2.0,4.0
62561,1660.703,18.0,1642.703,0.0,1.0,2.0,4.0
62562,16881.841,18.0,16863.841,0.0,-1.0,3.0,6.0
62563,2166.522,11.133,2155.389,0.0,-1.0,3.0,6.0
62564,103.156,18.0,85.156,0.0,1.0,2.0,4.0
62565,4617.632,18.0,4599.632,0.0,-1.0,3.0,6.0
62566,83581.009,18.0,83563.009,0.0,-1.0,3.0,6.0
62567,176383.132,18.0,176365.132,0.0,-1.0,3.0,6.0
62568,28560.891,18.0,28542.891,0.0,-1.0,3.0,6.0
62569,11775.825,13.066,11762.759,0.0,-1.0,3.0,6.0
62570,28293.548,18.0,28275.548,0.0,-1.0,3.0,6.0
62571,85432.886,18.0,85414.886,0.0,-1.0,3.0,6.0
62572,45276.453,18.0,45258.453,0.0,-1.0,3.0,6.0
62573,132316.33,18.0,132298.33,0.0,-1.0,3.0,6.0
62574,31475.189,18.0,31457.189,0.0,-1.0,3.0,6.0
62575,2311.362,18.0,2293.362,0.0,-1.0,3.0,6.0
62576,2809.848,17.633,2792.215,0.0,-1.0,3.0,6.0
62577,195332.515,18.0,195314.515,0.0,-1.0,3.0,6.0
62578,95235.344,18.0,95217.344,0.0,-1.0,3.0,6.0
62579,431278.354,10.95,431267.404,0.0,-1.0,3.0,6.0
62580,105773.703,18.0,105755.703,0.0,-1.0,3.0,6.0
62581,77497.177,16.066,77481.111,0.0,-1.0,3.0,6.0
62582,245136.412,18.0,245118.412,0.0,-1.0,3.0,6.0
62583,245136.412,18.0,245118.412,0.0,-1.0,3.0,6.0
62584,171339.545,18.0,171321.545,0.0,-1.0,3.0,6.0
62585,318145.875,0.0,318145.875,0.0,-1.0,3.0,6.0
62586,318145.875,0.0,318145.875,0.0,-1.0,3.0,6.0
62587,184296.332,18.0,184278.332,0.0,-1.0,3.0,6.0
62588,21698.819,13.366,21685.453,0.0,-1.0,3.0,6.0
62589,680.666,18.0,662.666,0.0,1.0,2.0,4.0
62590,593360.789,18.0,593342.789,0.0,-1.0,3.0,6.0
62591,238.54,18.0,220.54,0.0,1.0,2.0,4.0
62592,619180.504,18.0,619162.504,0.0,-1.0,3.0,6.0
62593,9623.7,18.0,9605.7,0.0,-1.0,3.0,6.0
62594,372658.895,18.0,372640.895,0.0,-1.0,3.0,6.0
62595,58.177,18.0,40.177,0.0,1.0,2.0,4.0
62596,150476.86,18.0,150458.86,0.0,-1.0,3.0,6.0
62597,9022.208,18.0,9004.208,0.0,-1.0,3.0,6.0
62598,39184.355,10.388,39173.967,0.0,-1.0,3.0,6.0
62599,88180.572,18.0,88162.572,0.0,-1.0,3.0,6.0
62600,5456.602,16.066,5440.536,0.0,-1.0,3.0,6.0
62601,2080.181,16.94,2063.241,0.0,-1.0,3.0,6.0
62602,885.495,18.0,867.495,0.0,1.0,2.0,4.0
62603,72941.339,18.0,72923.339,0.0,-1.0,3.0,6.0
62604,3628.749,18.0,3610.749,0.0,-1.0,3.0,6.0
62605,228.059,18.0,210.059,0.0,1.0,2.0,4.0
62606,428.63,18.0,410.63,0.0,1.0,2.0,4.0
62607,178283.929,18.0,178265.929,0.0,-1.0,3.0,6.0
62608,178283.929,18.0,178265.929,0.0,-1.0,3.0,6.0
62609,90961.247,11.183,90950.064,0.0,-1.0,3.0,6.0
62610,92123.168,13.44,92109.728,0.0,-1.0,3.0,6.0
62611,92123.168,13.44,92109.728,0.0,-1.0,3.0,6.0
62612,97710.209,0.0,97710.209,0.0,-1.0,3.0,6.0
62613,75456.166,18.0,75438.166,0.0,-1.0,3.0,6.0
62614,75456.166,18.0,75438.166,0.0,-1.0,3.0,6.0
62615,12780.71,18.0,12762.71,0.0,-1.0,3.0,6.0
62616,4501.946,18.0,4483.946,0.0,-1.0,3.0,6.0
62617,9786.354,18.0,9768.354,0.0,-1.0,3.0,6.0
62618,1118.842,18.0,1100.842,0.0,1.0,2.0,4.0
62619,1250.471,18.0,1232.471,0.0,1.0,2.0,4.0
62620,15694.68,0.0,15694.68,0.0,-1.0,3.0,6.0
62621,15694.68,0.0,15694.68,0.0,-1.0,3.0,6.0
62622,1069733.103,18.0,1069715.103,0.0,-1.0,3.0,6.0
62623,176304.891,18.0,176286.891,0.0,-1.0,3.0,6.0
62624,309.907,14.5,295.407,0.0,1.0,2.0,4.0
62625,309.907,14.5,295.407,0.0,1.0,2.0,4.0
62626,117178.534,9.133,117169.401,0.0,-1.0,3.0,6.0
62627,389.236,18.0,371.236,0.0,1.0,2.0,4.0
62628,11928.155,18.0,11910.155,0.0,-1.0,3.0,6.0
62629,10330.435,18.0,10312.435,0.0,-1.0,3.0,6.0
62630,2044.73,6.266,2038.464,0.0,-1.0,3.0,6.0
62631,5694.722,18.0,5676.722,0.0,-1.0,3.0,6.0
62632,955.125,18.0,937.125,0.0,1.0,2.0,4.0
62633,3352.737,18.0,3334.737,0.0,-1.0,3.0,6.0
62634,10574.297,18.0,10556.297,0.0,-1.0,3.0,6.0
62635,45497.147,18.0,45479.147,0.0,-1.0,3.0,6.0
62636,42509.959,18.0,42491.959,0.0,-1.0,3.0,6.0
62637,2036.333,10.2,2026.133,0.0,-1.0,3.0,6.0
62638,36884.056,18.0,36866.056,0.0,-1.0,3.0,6.0
62639,38251.233,18.0,38233.233,0.0,-1.0,3.0,6.0
62640,21735.003,18.0,21717.003,0.0,-1.0,3.0,6.0
62641,9178.177,18.0,9160.177,0.0,-1.0,3.0,6.0
62642,15502.598,18.0,15484.598,0.0,-1.0,3.0,6.0
62643,12659.777,18.0,12641.777,0.0,-1.0,3.0,6.0
62644,877.211,18.0,859.211,0.0,1.0,2.0,4.0
62645,15293.923,18.0,15275.923,0.0,-1.0,3.0,6.0
62646,20893.123,18.0,20875.123,0.0,-1.0,3.0,6.0
62647,18909.28,18.0,18891.28,0.0,-1.0,3.0,6.0
62648,167376.177,18.0,167358.177,0.0,-1.0,3.0,6.0
62649,52319.306,7.166,52312.14,0.0,-1.0,3.0,6.0
62650,177759.611,12.916,177746.695,0.0,-1.0,3.0,6.0
62651,86728.387,8.966,86719.421,0.0,-1.0,3.0,6.0
62652,964418.294,18.0,964400.294,0.0,-1.0,3.0,6.0
62653,90814.969,18.0,90796.969,0.0,-1.0,3.0,6.0
62654,4445.866,18.0,4427.866,0.0,-1.0,3.0,6.0
62655,8892.592,15.166,8877.426,0.0,-1.0,3.0,6.0
62656,398.771,18.0,380.771,0.0,1.0,2.0,4.0
62657,1122.848,7.1,1115.748,0.0,1.0,2.0,4.0
62658,434646.883,18.0,434628.883,0.0,-1.0,3.0,6.0
62659,514686.898,18.0,514668.898,0.0,-1.0,3.0,6.0
62660,108.667,18.0,90.667,0.0,1.0,2.0,4.0
62661,241407.012,18.0,241389.012,0.0,-1.0,3.0,6.0
62662,25213.538,14.366,25199.172,0.0,-1.0,3.0,6.0
62663,233715.267,18.0,233697.267,0.0,-1.0,3.0,6.0
62664,32521.866,18.0,32503.866,0.0,-1.0,3.0,6.0
62665,239440.683,18.0,239422.683,0.0,-1.0,3.0,6.0
62666,44.829,12.733,32.096,0.0,1.0,2.0,4.0
62667,62102.291,18.0,62084.291,0.0,-1.0,3.0,6.0
62668,4338.287,18.0,4320.287,0.0,-1.0,3.0,6.0
62669,96653.307,18.0,96635.307,0.0,-1.0,3.0,6.0
62670,174196.685,8.133,174188.552,0.0,-1.0,3.0,6.0
62671,118462.241,18.0,118444.241,0.0,-1.0,3.0,6.0
62672,118462.241,18.0,118444.241,0.0,-1.0,3.0,6.0
62673,338.294,18.0,320.294,0.0,1.0,2.0,4.0
62674,7210.104,18.0,7192.104,0.0,-1.0,3.0,6.0
62675,825.472,18.0,807.472,0.0,1.0,2.0,4.0
62676,1028.618,18.0,1010.618,0.0,1.0,2.0,4.0
62677,7403.348,18.0,7385.348,0.0,-1.0,3.0,6.0
62678,663.755,18.0,645.755,0.0,1.0,2.0,4.0
62679,7603.951,18.0,7585.951,0.0,-1.0,3.0,6.0
62680,21860.926,18.0,21842.926,0.0,-1.0,3.0,6.0
62681,21860.926,18.0,21842.926,0.0,-1.0,3.0,6.0
62682,123637.089,18.0,123619.089,0.0,-1.0,3.0,6.0
62683,22657.313,18.0,22639.313,0.0,-1.0,3.0,6.0
62684,75490.141,18.0,75472.141,0.0,-1.0,3.0,6.0
62685,1348.664,18.0,1330.664,0.0,1.0,2.0,4.0
62686,9759.303,18.0,9741.303,0.0,-1.0,3.0,6.0
62687,67077.008,18.0,67059.008,0.0,-1.0,3.0,6.0
62688,82635.285,18.0,82617.285,0.0,-1.0,3.0,6.0
62689,1174.688,14.5,1160.188,0.0,1.0,2.0,4.0
62690,750.799,18.0,732.799,0.0,1.0,2.0,4.0
62691,380.584,18.0,362.584,0.0,1.0,2.0,4.0
62692,30461.209,18.0,30443.209,0.0,-1.0,3.0,6.0
62693,32147.304,18.0,32129.304,0.0,-1.0,3.0,6.0
62694,28750.333,18.0,28732.333,0.0,-1.0,3.0,6.0
62695,11623.363,18.0,11605.363,0.0,-1.0,3.0,6.0
62696,92885.489,15.081,92870.408,0.0,-1.0,3.0,6.0
62697,2157.546,18.0,2139.546,0.0,-1.0,3.0,6.0
62698,8614.953,18.0,8596.953,0.0,-1.0,3.0,6.0
62699,28476.334,18.0,28458.334,0.0,-1.0,3.0,6.0
62700,473097.731,12.266,473085.465,0.0,-1.0,3.0,6.0
62701,53483.359,18.0,53465.359,0.0,-1.0,3.0,6.0
62702,4923.786,18.0,4905.786,0.0,-1.0,3.0,6.0
62703,56455.849,18.0,56437.849,0.0,-1.0,3.0,6.0
62704,132386.288,14.616,132371.672,0.0,-1.0,3.0,6.0
62705,31015.079,18.0,30997.079,0.0,-1.0,3.0,6.0
62706,81067.95,18.0,81049.95,0.0,-1.0,3.0,6.0
62707,71729.569,18.0,71711.569,0.0,-1.0,3.0,6.0
62708,169491.408,18.0,169473.408,0.0,-1.0,3.0,6.0
62709,6471.339,7.45,6463.889,0.0,-1.0,3.0,6.0
62710,218135.064,18.0,218117.064,0.0,-1.0,3.0,6.0
62711,30418.865,18.0,30400.865,0.0,-1.0,3.0,6.0
62712,33392.744,6.133,33386.611,0.0,-1.0,3.0,6.0
62713,20647.161,13.166,20633.995,0.0,-1.0,3.0,6.0
62714,9679.75,18.0,9661.75,0.0,-1.0,3.0,6.0
62715,2364.539,18.0,2346.539,0.0,-1.0,3.0,6.0
62716,2765.821,18.0,2747.821,0.0,-1.0,3.0,6.0
62717,1359.043,18.0,1341.043,0.0,1.0,2.0,4.0
62718,6129.273,18.0,6111.273,0.0,-1.0,3.0,6.0
62719,265120.378,18.0,265102.378,0.0,-1.0,3.0,6.0
62720,265120.378,18.0,265102.378,0.0,-1.0,3.0,6.0
62721,1369.63,18.0,1351.63,0.0,1.0,2.0,4.0
62722,1369.63,18.0,1351.63,0.0,1.0,2.0,4.0
62723,113058.435,18.0,113040.435,0.0,-1.0,3.0,6.0
62724,110955.418,18.0,110937.418,0.0,-1.0,3.0,6.0
62725,84197.439,18.0,84179.439,0.0,-1.0,3.0,6.0
62726,583407.613,18.0,583389.613,0.0,-1.0,3.0,6.0
62727,1236399.069,18.0,1236381.069,0.0,-1.0,3.0,6.0
62728,103814.104,18.0,103796.104,0.0,-1.0,3.0,6.0
62729,81728.272,13.383,81714.889,0.0,-1.0,3.0,6.0
62730,52357.306,18.0,52339.306,0.0,-1.0,3.0,6.0
62731,38081.931,18.0,38063.931,0.0,-1.0,3.0,6.0
62732,7280.901,18.0,7262.901,0.0,-1.0,3.0,6.0
62733,20106.863,18.0,20088.863,0.0,-1.0,3.0,6.0
62734,68889.834,18.0,68871.834,0.0,-1.0,3.0,6.0
62735,7998.541,18.0,7980.541,0.0,-1.0,3.0,6.0
62736,183492.813,18.0,183474.813,0.0,-1.0,3.0,6.0
62737,47300.419,18.0,47282.419,0.0,-1.0,3.0,6.0
62738,58380.074,12.266,58367.808,0.0,-1.0,3.0,6.0
62739,11959.851,18.0,11941.851,0.0,-1.0,3.0,6.0
62740,219403.611,18.0,219385.611,0.0,-1.0,3.0,6.0
62741,34928.403,18.0,34910.403,0.0,-1.0,3.0,6.0
62742,168946.655,18.0,168928.655,0.0,-1.0,3.0,6.0
62743,2362.771,18.0,2344.771,0.0,-1.0,3.0,6.0
62744,173917.354,18.0,173899.354,0.0,-1.0,3.0,6.0
62745,192095.492,18.0,192077.492,0.0,-1.0,3.0,6.0
62746,1307.59,18.0,1289.59,0.0,1.0,2.0,4.0
62747,50577.966,18.0,50559.966,0.0,-1.0,3.0,6.0
62748,83116.844,18.0,83098.844,0.0,-1.0,3.0,6.0
62749,231.717,18.0,213.717,0.0,1.0,2.0,4.0
62750,354.029,18.0,336.029,0.0,1.0,2.0,4.0
62751,105975.673,18.0,105957.673,0.0,-1.0,3.0,6.0
62752,77390.564,18.0,77372.564,0.0,-1.0,3.0,6.0
62753,31.284,18.0,13.284,0.0,1.0,2.0,4.0
62754,7641.802,18.0,7623.802,0.0,-1.0,3.0,6.0
62755,5771.225,18.0,5753.225,0.0,-1.0,3.0,6.0
62756,457.675,18.0,439.675,0.0,1.0,2.0,4.0
62757,167.669,18.0,149.669,0.0,1.0,2.0,4.0
62758,51.106,18.0,33.106,0.0,1.0,2.0,4.0
62759,14.176,18.0,-3.824,0.0,0.0,1.0,2.0
62760,16.541,18.0,-1.459,0.0,0.0,1.0,2.0
62761,4329.858,18.0,4311.858,0.0,-1.0,3.0,6.0
62762,3475.248,18.0,3457.248,0.0,-1.0,3.0,6.0
62763,102.648,18.0,84.648,0.0,1.0,2.0,4.0
62764,1126.709,18.0,1108.709,0.0,1.0,2.0,4.0
62765,1148.501,18.0,1130.501,0.0,1.0,2.0,4.0
62766,81697.915,18.0,81679.915,0.0,-1.0,3.0,6.0
62767,496.772,18.0,478.772,0.0,1.0,2.0,4.0
62768,232888.016,18.0,232870.016,0.0,-1.0,3.0,6.0
62769,252397.002,18.0,252379.002,0.0,-1.0,3.0,6.0
62770,1004.17,18.0,986.17,0.0,1.0,2.0,4.0
62771,16381.329,18.0,16363.329,0.0,-1.0,3.0,6.0
62772,44686.978,18.0,44668.978,0.0,-1.0,3.0,6.0
62773,3151.805,18.0,3133.805,0.0,-1.0,3.0,6.0
62774,21802.432,18.0,21784.432,0.0,-1.0,3.0,6.0
62775,1130.988,13.866,1117.122,1.0,1.0,2.0,5.0
62776,766.971,13.866,753.105,0.0,1.0,2.0,4.0
62777,462.577,18.0,444.577,1.0,1.0,2.0,5.0
62778,894.532,18.0,876.532,0.0,1.0,2.0,4.0
62779,894.532,18.0,876.532,0.0,1.0,2.0,4.0
62780,76129.032,18.0,76111.032,0.0,-1.0,3.0,6.0
62781,51687.715,18.0,51669.715,0.0,-1.0,3.0,6.0
62782,96863.14,18.0,96845.14,0.0,-1.0,3.0,6.0
62783,113166.19,18.0,113148.19,0.0,-1.0,3.0,6.0
62784,2750.016,18.0,2732.016,0.0,-1.0,3.0,6.0
62785,5403.958,18.0,5385.958,0.0,-1.0,3.0,6.0
62786,327.402,18.0,309.402,1.0,1.0,2.0,5.0
62787,547.147,18.0,529.147,0.0,1.0,2.0,4.0
62788,967.152,18.0,949.152,0.0,1.0,2.0,4.0
62789,15154.142,18.0,15136.142,0.0,-1.0,3.0,6.0
62790,256468.832,18.0,256450.832,0.0,-1.0,3.0,6.0
62791,66037.561,17.666,66019.895,0.0,-1.0,3.0,6.0
62792,106575.547,18.0,106557.547,0.0,-1.0,3.0,6.0
62793,589694.544,0.0,589694.544,0.0,-1.0,3.0,6.0
62794,3781.54,18.0,3763.54,0.0,-1.0,3.0,6.0
62795,462.788,18.0,444.788,0.0,1.0,2.0,4.0
62796,7383.615,18.0,7365.615,0.0,-1.0,3.0,6.0
62797,5281.702,18.0,5263.702,0.0,-1.0,3.0,6.0
62798,2821.872,18.0,2803.872,0.0,-1.0,3.0,6.0
62799,8195.117,18.0,8177.117,0.0,-1.0,3.0,6.0
62800,22981.092,18.0,22963.092,0.0,-1.0,3.0,6.0
62801,4135.915,18.0,4117.915,0.0,-1.0,3.0,6.0
62802,252466.377,18.0,252448.377,0.0,-1.0,3.0,6.0
62803,3026.404,8.666,3017.738,0.0,-1.0,3.0,6.0
62804,63481.861,18.0,63463.861,0.0,-1.0,3.0,6.0
62805,14930.898,8.3,14922.598,0.0,-1.0,3.0,6.0
62806,514.556,18.0,496.556,0.0,1.0,2.0,4.0
62807,185293.552,18.0,185275.552,0.0,-1.0,3.0,6.0
62808,132727.919,12.4,132715.519,0.0,-1.0,3.0,6.0
62809,94.246,18.0,76.246,0.0,1.0,2.0,4.0
62810,513827.049,18.0,513809.049,0.0,-1.0,3.0,6.0
62811,153145.735,18.0,153127.735,0.0,-1.0,3.0,6.0
62812,24915.812,18.0,24897.812,0.0,-1.0,3.0,6.0
62813,82299.781,18.0,82281.781,0.0,-1.0,3.0,6.0
62814,48110.558,18.0,48092.558,0.0,-1.0,3.0,6.0
62815,147827.155,18.0,147809.155,0.0,-1.0,3.0,6.0
62816,80513.968,18.0,80495.968,0.0,-1.0,3.0,6.0
62817,45454.95,18.0,45436.95,0.0,-1.0,3.0,6.0
62818,48389.543,18.0,48371.543,0.0,-1.0,3.0,6.0
62819,110804.852,18.0,110786.852,0.0,-1.0,3.0,6.0
62820,21299.171,18.0,21281.171,0.0,-1.0,3.0,6.0
62821,3759.39,18.0,3741.39,0.0,-1.0,3.0,6.0
62822,83511.764,14.1,83497.664,0.0,-1.0,3.0,6.0
62823,974.238,18.0,956.238,0.0,1.0,2.0,4.0
62824,268527.82,9.266,268518.554,0.0,-1.0,3.0,6.0
62825,26916.456,18.0,26898.456,0.0,-1.0,3.0,6.0
62826,361.43,14.033,347.397,1.0,1.0,2.0,5.0
62827,2752.398,14.033,2738.365,0.0,-1.0,3.0,6.0
62828,14431.519,13.783,14417.736,0.0,-1.0,3.0,6.0
62829,112403.478,8.416,112395.062,0.0,-1.0,3.0,6.0
62830,112403.478,8.416,112395.062,0.0,-1.0,3.0,6.0
62831,5892.722,18.0,5874.722,0.0,-1.0,3.0,6.0
62832,90578.807,16.966,90561.841,0.0,-1.0,3.0,6.0
62833,3197.867,7.1,3190.767,0.0,-1.0,3.0,6.0
62834,869.364,18.0,851.364,0.0,1.0,2.0,4.0
62835,5404.453,12.9,5391.553,0.0,-1.0,3.0,6.0
62836,18790.172,10.666,18779.506,0.0,-1.0,3.0,6.0
62837,73507.469,18.0,73489.469,0.0,-1.0,3.0,6.0
62838,17651.625,10.333,17641.292,0.0,-1.0,3.0,6.0
62839,702479.108,18.0,702461.108,0.0,-1.0,3.0,6.0
62840,257574.939,0.0,257574.939,0.0,-1.0,3.0,6.0
62841,257574.939,0.0,257574.939,0.0,-1.0,3.0,6.0
62842,4617.894,18.0,4599.894,0.0,-1.0,3.0,6.0
62843,3819.939,18.0,3801.939,0.0,-1.0,3.0,6.0
62844,476.815,18.0,458.815,0.0,1.0,2.0,4.0
62845,277843.618,18.0,277825.618,0.0,-1.0,3.0,6.0
62846,752052.196,13.733,752038.463,0.0,-1.0,3.0,6.0
62847,677530.23,18.0,677512.23,0.0,-1.0,3.0,6.0
62848,313606.673,18.0,313588.673,0.0,-1.0,3.0,6.0
62849,159049.065,18.0,159031.065,0.0,-1.0,3.0,6.0
62850,24359.959,18.0,24341.959,0.0,-1.0,3.0,6.0
62851,-1.0,-1.0,0.0,0.0,-1.0,0.0,0.0
62852,256679.003,18.0,256661.003,0.0,-1.0,3.0,6.0
62853,1515.742,18.0,1497.742,0.0,1.0,2.0,4.0
62854,189914.842,18.0,189896.842,0.0,-1.0,3.0,6.0
62855,71567.533,18.0,71549.533,0.0,-1.0,3.0,6.0
62856,152273.951,18.0,152255.951,0.0,-1.0,3.0,6.0
62857,110329.665,18.0,110311.665,0.0,-1.0,3.0,6.0
62858,183056.769,18.0,183038.769,0.0,-1.0,3.0,6.0
62859,6989.771,18.0,6971.771,0.0,-1.0,3.0,6.0
62860,190826.708,18.0,190808.708,0.0,-1.0,3.0,6.0
62861,7949.021,11.133,7937.888,0.0,-1.0,3.0,6.0
62862,94557.144,13.2,94543.944,0.0,-1.0,3.0,6.0
62863,152273.718,18.0,152255.718,0.0,-1.0,3.0,6.0
62864,208256.848,18.0,208238.848,0.0,-1.0,3.0,6.0
62865,19127.93,18.0,19109.93,0.0,-1.0,3.0,6.0
62866,81988.445,18.0,81970.445,0.0,-1.0,3.0,6.0
62867,75294.256,18.0,75276.256,0.0,-1.0,3.0,6.0
62868,92181.636,18.0,92163.636,0.0,-1.0,3.0,6.0
62869,844.256,18.0,826.256,0.0,1.0,2.0,4.0
62870,784.883,18.0,766.883,0.0,1.0,2.0,4.0
62871,656.681,18.0,638.681,0.0,1.0,2.0,4.0
62872,85176.589,18.0,85158.589,0.0,-1.0,3.0,6.0
62873,2771.206,18.0,2753.206,0.0,-1.0,3.0,6.0
62874,3052.903,0.0,3052.903,0.0,-1.0,3.0,6.0
62875,80937.459,12.266,80925.193,0.0,-1.0,3.0,6.0
62876,3139.917,18.0,3121.917,0.0,-1.0,3.0,6.0
62877,719.977,0.0,719.977,0.0,-1.0,3.0,6.0
62878,78086.32,13.933,78072.387,0.0,-1.0,3.0,6.0
62879,252.837,18.0,234.837,0.0,1.0,2.0,4.0
62880,97810.234,18.0,97792.234,0.0,-1.0,3.0,6.0
62881,75745.151,18.0,75727.151,0.0,-1.0,3.0,6.0
62882,855.158,18.0,837.158,0.0,1.0,2.0,4.0
62883,429832.854,18.0,429814.854,0.0,-1.0,3.0,6.0
62884,92251.458,10.033,92241.425,0.0,-1.0,3.0,6.0
62885,70864.506,7.383,70857.123,0.0,-1.0,3.0,6.0
62886,168378.957,18.0,168360.957,0.0,-1.0,3.0,6.0
62887,3688.527,10.233,3678.294,0.0,-1.0,3.0,6.0
62888,35013.759,8.3,35005.459,0.0,-1.0,3.0,6.0
62889,69401.948,18.0,69383.948,0.0,-1.0,3.0,6.0
62890,77195.852,18.0,77177.852,0.0,-1.0,3.0,6.0
62891,61230.948,18.0,61212.948,0.0,-1.0,3.0,6.0
62892,4723.905,18.0,4705.905,0.0,-1.0,3.0,6.0
62893,57047.338,14.616,57032.722,0.0,-1.0,3.0,6.0
62894,2578.007,18.0,2560.007,0.0,-1.0,3.0,6.0
62895,44556.494,18.0,44538.494,0.0,-1.0,3.0,6.0
62896,10709.761,18.0,10691.761,0.0,-1.0,3.0,6.0
62897,332788.517,18.0,332770.517,0.0,-1.0,3.0,6.0
62898,642.768,14.866,627.902,0.0,1.0,2.0,4.0
62899,5914.278,18.0,5896.278,0.0,-1.0,3.0,6.0
62900,88914.538,18.0,88896.538,0.0,-1.0,3.0,6.0
62901,10616.566,18.0,10598.566,0.0,-1.0,3.0,6.0
62902,167752.362,18.0,167734.362,0.0,-1.0,3.0,6.0
62903,251468.085,18.0,251450.085,0.0,-1.0,3.0,6.0
62904,289767.664,18.0,289749.664,0.0,-1.0,3.0,6.0
62905,289544.356,18.0,289526.356,0.0,-1.0,3.0,6.0
62906,406352.418,18.0,406334.418,0.0,-1.0,3.0,6.0
62907,4014.475,18.0,3996.475,0.0,-1.0,3.0,6.0
62908,3738.584,18.0,3720.584,0.0,-1.0,3.0,6.0
62909,14331.075,18.0,14313.075,0.0,-1.0,3.0,6.0
62910,69061.984,18.0,69043.984,0.0,-1.0,3.0,6.0
62911,107238.046,18.0,107220.046,0.0,-1.0,3.0,6.0
62912,206958.531,18.0,206940.531,0.0,-1.0,3.0,6.0
62913,16259.779,18.0,16241.779,0.0,-1.0,3.0,6.0
62914,61811.569,18.0,61793.569,0.0,-1.0,3.0,6.0
62915,13095.538,18.0,13077.538,0.0,-1.0,3.0,6.0
62916,335361.265,18.0,335343.265,0.0,-1.0,3.0,6.0
62917,342552.038,18.0,342534.038,0.0,-1.0,3.0,6.0
62918,8525.04,18.0,8507.04,0.0,-1.0,3.0,6.0
62919,4806.753,18.0,4788.753,0.0,-1.0,3.0,6.0
62920,275.002,18.0,257.002,0.0,1.0,2.0,4.0
62921,5272.758,18.0,5254.758,0.0,-1.0,3.0,6.0
62922,4731.224,18.0,4713.224,0.0,-1.0,3.0,6.0
62923,6231.621,18.0,6213.621,0.0,-1.0,3.0,6.0
62924,70100.062,18.0,70082.062,0.0,-1.0,3.0,6.0
62925,18448.865,18.0,18430.865,0.0,-1.0,3.0,6.0
62926,20268.883,9.783,20259.1,0.0,-1.0,3.0,6.0
62927,222468.53,18.0,222450.53,0.0,-1.0,3.0,6.0
