row_id,user_tab_positive_support,user_tab_negative_support
62557,10.0,2.0
62558,15.0,5.0
62559,15.0,5.0
62560,15.0,5.0
62561,15.0,5.0
62562,15.0,5.0
62563,15.0,5.0
62564,15.0,5.0
62565,15.0,5.0
62566,15.0,5.0
62567,28.0,63.0
62568,28.0,63.0
62569,28.0,63.0
62570,28.0,63.0
62571,28.0,63.0
62572,28.0,63.0
62573,42.0,162.0
62574,41.0,16.0
62575,41.0,16.0
62576,41.0,16.0
62577,42.0,162.0
62578,42.0,162.0
62579,3.0,4.0
62580,51.0,48.0
62581,51.0,48.0
62582,2.0,8.0
62583,2.0,8.0
62584,4.0,1.0
62585,4.0,1.0
62586,4.0,1.0
62587,19.0,14.0
62588,19.0,14.0
62589,19.0,14.0
62590,10.0,21.0
62591,10.0,21.0
62592,2.0,0.0
62593,14.0,8.0
62594,14.0,8.0
62595,14.0,8.0
62596,0.0,2.0
62597,34.0,56.0
62598,34.0,56.0
62599,32.0,49.0
62600,32.0,49.0
62601,32.0,49.0
62602,32.0,49.0
62603,32.0,49.0
62604,32.0,49.0
62605,32.0,49.0
62606,32.0,49.0
62607,0.0,4.0
62608,0.0,4.0
62609,32.0,49.0
62610,0.0,4.0
62611,0.0,4.0
62612,33.0,71.0
62613,2.0,5.0
62614,2.0,5.0
62615,33.0,71.0
62616,33.0,71.0
62617,33.0,71.0
62618,33.0,71.0
62619,33.0,71.0
62620,2.0,5.0
62621,2.0,5.0
62622,11.0,9.0
62623,7.0,35.0
62624,0.0,0.0
62625,0.0,0.0
62626,7.0,35.0
62627,7.0,35.0
62628,17.0,47.0
62629,17.0,47.0
62630,17.0,47.0
62631,17.0,47.0
62632,17.0,47.0
62633,17.0,47.0
62634,17.0,47.0
62635,17.0,47.0
62636,17.0,47.0
62637,17.0,47.0
62638,17.0,47.0
62639,17.0,47.0
62640,17.0,47.0
62641,17.0,47.0
62642,17.0,47.0
62643,17.0,47.0
62644,17.0,47.0
62645,17.0,47.0
62646,17.0,47.0
62647,17.0,47.0
62648,8.0,13.0
62649,8.0,13.0
62650,24.0,45.0
62651,24.0,45.0
62652,1.0,0.0
62653,1.0,0.0
62654,0.0,0.0
62655,26.0,8.0
62656,26.0,8.0
62657,26.0,8.0
62658,0.0,0.0
62659,2.0,18.0
62660,2.0,18.0
62661,2.0,16.0
62662,2.0,16.0
62663,2.0,16.0
62664,2.0,16.0
62665,8.0,9.0
62666,8.0,9.0
62667,8.0,9.0
62668,8.0,9.0
62669,8.0,9.0
62670,8.0,9.0
62671,0.0,0.0
62672,0.0,0.0
62673,3.0,4.0
62674,3.0,4.0
62675,3.0,4.0
62676,3.0,4.0
62677,16.0,86.0
62678,16.0,86.0
62679,16.0,86.0
62680,0.0,4.0
62681,0.0,4.0
62682,16.0,86.0
62683,16.0,86.0
62684,0.0,2.0
62685,16.0,86.0
62686,16.0,86.0
62687,16.0,86.0
62688,2.0,7.0
62689,0.0,0.0
62690,2.0,7.0
62691,2.0,7.0
62692,2.0,7.0
62693,2.0,7.0
62694,2.0,7.0
62695,2.0,7.0
62696,2.0,7.0
62697,2.0,7.0
62698,2.0,7.0
62699,2.0,7.0
62700,16.0,43.0
62701,16.0,43.0
62702,16.0,43.0
62703,0.0,14.0
62704,12.0,53.0
62705,12.0,53.0
62706,12.0,53.0
62707,12.0,53.0
62708,0.0,0.0
62709,0.0,14.0
62710,4.0,7.0
62711,4.0,7.0
62712,11.0,7.0
62713,11.0,7.0
62714,4.0,7.0
62715,4.0,7.0
62716,4.0,7.0
62717,4.0,7.0
62718,4.0,7.0
62719,0.0,0.0
62720,0.0,0.0
62721,0.0,0.0
62722,0.0,0.0
62723,33.0,18.0
62724,0.0,6.0
62725,0.0,3.0
62726,0.0,0.0
62727,0.0,0.0
62728,12.0,12.0
62729,12.0,12.0
62730,18.0,43.0
62731,18.0,43.0
62732,18.0,43.0
62733,18.0,43.0
62734,18.0,43.0
62735,18.0,43.0
62736,18.0,43.0
62737,18.0,43.0
62738,18.0,43.0
62739,18.0,43.0
62740,24.0,53.0
62741,24.0,53.0
62742,24.0,53.0
62743,24.0,53.0
62744,24.0,53.0
62745,20.0,31.0
62746,20.0,31.0
62747,20.0,31.0
62748,0.0,23.0
62749,0.0,1.0
62750,11.0,31.0
62751,1.0,18.0
62752,1.0,18.0
62753,1.0,18.0
62754,11.0,31.0
62755,11.0,31.0
62756,1.0,18.0
62757,11.0,31.0
62758,11.0,31.0
62759,11.0,31.0
62760,11.0,31.0
62761,1.0,18.0
62762,1.0,18.0
62763,1.0,18.0
62764,11.0,31.0
62765,11.0,31.0
62766,3.0,1.0
62767,3.0,1.0
62768,11.0,31.0
62769,13.0,66.0
62770,13.0,66.0
62771,34.0,119.0
62772,34.0,119.0
62773,34.0,119.0
62774,34.0,119.0
62775,34.0,119.0
62776,34.0,119.0
62777,34.0,119.0
62778,34.0,119.0
62779,34.0,119.0
62780,34.0,119.0
62781,34.0,119.0
62782,34.0,119.0
62783,34.0,119.0
62784,34.0,119.0
62785,34.0,119.0
62786,34.0,119.0
62787,34.0,119.0
62788,34.0,119.0
62789,34.0,119.0
62790,13.0,18.0
62791,13.0,18.0
62792,13.0,18.0
62793,5.0,3.0
62794,34.0,14.0
62795,34.0,14.0
62796,34.0,14.0
62797,34.0,14.0
62798,34.0,14.0
62799,34.0,14.0
62800,34.0,14.0
62801,34.0,14.0
62802,34.0,14.0
62803,34.0,14.0
62804,34.0,14.0
62805,34.0,14.0
62806,0.0,6.0
62807,28.0,53.0
62808,0.0,6.0
62809,0.0,6.0
62810,29.0,17.0
62811,23.0,40.0
62812,23.0,40.0
62813,23.0,40.0
62814,23.0,40.0
62815,33.0,39.0
62816,0.0,7.0
62817,33.0,39.0
62818,33.0,39.0
62819,0.0,7.0
62820,33.0,39.0
62821,33.0,39.0
62822,5.0,3.0
62823,5.0,3.0
62824,5.0,3.0
62825,19.0,124.0
62826,19.0,124.0
62827,19.0,124.0
62828,19.0,124.0
62829,0.0,4.0
62830,0.0,4.0
62831,19.0,124.0
62832,19.0,124.0
62833,19.0,124.0
62834,19.0,124.0
62835,19.0,124.0
62836,19.0,124.0
62837,19.0,124.0
62838,19.0,124.0
62839,2.0,2.0
62840,0.0,0.0
62841,0.0,0.0
62842,6.0,2.0
62843,13.0,55.0
62844,13.0,55.0
62845,13.0,55.0
62846,0.0,0.0
62847,26.0,19.0
62848,10.0,0.0
62849,10.0,0.0
62850,3.0,15.0
62851,0.0,0.0
62852,0.0,3.0
62853,13.0,24.0
62854,13.0,24.0
62855,5.0,13.0
62856,46.0,135.0
62857,46.0,135.0
62858,46.0,135.0
62859,46.0,135.0
62860,25.0,19.0
62861,25.0,19.0
62862,25.0,19.0
62863,25.0,19.0
62864,13.0,18.0
62865,13.0,18.0
62866,13.0,18.0
62867,22.0,48.0
62868,22.0,48.0
62869,22.0,48.0
62870,22.0,48.0
62871,22.0,48.0
62872,22.0,48.0
62873,22.0,48.0
62874,22.0,48.0
62875,22.0,48.0
62876,22.0,48.0
62877,22.0,48.0
62878,22.0,48.0
62879,22.0,48.0
62880,22.0,48.0
62881,22.0,48.0
62882,22.0,48.0
62883,1.0,26.0
62884,0.0,0.0
62885,8.0,18.0
62886,8.0,18.0
62887,8.0,18.0
62888,8.0,18.0
62889,8.0,18.0
62890,27.0,22.0
62891,27.0,22.0
62892,27.0,22.0
62893,27.0,22.0
62894,27.0,22.0
62895,27.0,22.0
62896,4.0,22.0
62897,4.0,22.0
62898,4.0,22.0
62899,4.0,22.0
62900,19.0,37.0
62901,1.0,33.0
62902,19.0,37.0
62903,19.0,37.0
62904,16.0,14.0
62905,18.0,24.0
62906,0.0,1.0
62907,4.0,0.0
62908,0.0,1.0
62909,4.0,0.0
62910,0.0,1.0
62911,0.0,1.0
62912,9.0,3.0
62913,9.0,3.0
62914,8.0,0.0
62915,0.0,5.0
62916,13.0,3.0
62917,13.0,3.0
62918,13.0,3.0
62919,8.0,28.0
62920,8.0,28.0
62921,8.0,28.0
62922,8.0,28.0
62923,8.0,28.0
62924,8.0,28.0
62925,8.0,28.0
62926,8.0,28.0
62927,0.0,0.0
62928,1.0,2.0
62929,11.0,9.0
62930,11.0,9.0
62931,15.0,5.0
62932,8.0,11.0
62933,18.0,22.0
62934,10.0,30.0
62935,10.0,30.0
62936,0.0,0.0
62937,0.0,0.0
62938,30.0,33.0
62939,30.0,33.0
62940,30.0,33.0
62941,30.0,33.0
62942,30.0,33.0
62943,30.0,33.0
62944,30.0,33.0
62945,12.0,15.0
62946,30.0,33.0
62947,30.0,33.0
62948,22.0,39.0
62949,22.0,39.0
62950,22.0,39.0
62951,22.0,39.0
62952,22.0,39.0
62953,22.0,39.0
62954,22.0,39.0
62955,9.0,32.0
62956,9.0,32.0
62957,9.0,32.0
62958,17.0,21.0
62959,37.0,25.0
62960,37.0,25.0
62961,0.0,0.0
62962,0.0,0.0
62963,0.0,0.0
62964,0.0,0.0
62965,0.0,0.0
62966,0.0,0.0
62967,0.0,0.0
62968,0.0,0.0
62969,0.0,0.0
62970,0.0,0.0
62971,0.0,0.0
62972,0.0,0.0
62973,0.0,0.0
62974,0.0,0.0
62975,0.0,0.0
62976,0.0,0.0
62977,0.0,0.0
62978,0.0,0.0
62979,0.0,0.0
62980,0.0,0.0
62981,0.0,0.0
62982,0.0,0.0
62983,6.0,5.0
62984,6.0,5.0
62985,0.0,0.0
62986,0.0,0.0
62987,0.0,0.0
62988,8.0,40.0
62989,0.0,13.0
62990,3.0,45.0
62991,10.0,17.0
62992,3.0,45.0
62993,10.0,17.0
62994,10.0,17.0
62995,3.0,45.0
62996,3.0,45.0
62997,10.0,17.0
62998,32.0,19.0
62999,32.0,19.0
63000,32.0,19.0
63001,32.0,19.0
63002,3.0,14.0
63003,3.0,17.0
63004,1.0,6.0
63005,1.0,4.0
63006,0.0,7.0
63007,0.0,7.0
63008,0.0,6.0
63009,0.0,1.0
63010,1.0,64.0
63011,1.0,64.0
63012,1.0,64.0
63013,1.0,64.0
63014,1.0,0.0
63015,1.0,0.0
63016,1.0,64.0
63017,20.0,10.0
63018,1.0,64.0
63019,15.0,15.0
63020,15.0,15.0
63021,1.0,65.0
63022,29.0,43.0
63023,10.0,89.0
63024,10.0,89.0
63025,10.0,89.0
63026,10.0,89.0
63027,10.0,89.0
63028,10.0,89.0
63029,10.0,89.0
63030,0.0,0.0
63031,0.0,0.0
63032,10.0,89.0
63033,10.0,89.0
63034,5.0,38.0
63035,5.0,38.0
63036,2.0,3.0
63037,2.0,3.0
63038,2.0,3.0
63039,2.0,3.0
63040,10.0,9.0
63041,14.0,2.0
63042,10.0,9.0
63043,10.0,9.0
63044,10.0,9.0
63045,10.0,9.0
63046,10.0,9.0
63047,10.0,9.0
63048,10.0,9.0
63049,10.0,9.0
63050,0.0,0.0
63051,10.0,9.0
63052,10.0,9.0
63053,10.0,9.0
63054,14.0,2.0
63055,14.0,2.0
63056,14.0,2.0
63057,1.0,1.0
63058,1.0,1.0
63059,40.0,49.0
63060,6.0,26.0
63061,6.0,26.0
63062,6.0,26.0
63063,6.0,26.0
63064,6.0,26.0
63065,6.0,26.0
63066,6.0,26.0
63067,24.0,37.0
63068,6.0,9.0
63069,6.0,9.0
63070,6.0,9.0
63071,6.0,9.0
63072,6.0,9.0
63073,6.0,9.0
63074,3.0,3.0
63075,3.0,3.0
63076,6.0,9.0
63077,6.0,9.0
63078,6.0,9.0
63079,3.0,37.0
63080,3.0,37.0
63081,21.0,15.0
63082,21.0,15.0
63083,3.0,37.0
63084,3.0,37.0
63085,40.0,71.0
63086,40.0,71.0
63087,40.0,71.0
63088,40.0,71.0
63089,40.0,71.0
63090,40.0,71.0
63091,40.0,71.0
63092,40.0,71.0
63093,40.0,71.0
63094,40.0,71.0
63095,40.0,71.0
63096,40.0,71.0
63097,40.0,71.0
63098,40.0,71.0
63099,1.0,0.0
63100,25.0,34.0
63101,25.0,34.0
63102,15.0,5.0
63103,13.0,5.0
63104,2.0,0.0
63105,41.0,22.0
63106,41.0,22.0
63107,41.0,22.0
63108,41.0,22.0
63109,41.0,22.0
63110,41.0,22.0
63111,30.0,13.0
63112,29.0,11.0
63113,29.0,11.0
63114,29.0,11.0
63115,29.0,11.0
63116,29.0,11.0
63117,29.0,11.0
63118,29.0,11.0
63119,29.0,11.0
63120,0.0,0.0
63121,25.0,22.0
63122,25.0,22.0
63123,25.0,22.0
63124,25.0,22.0
63125,25.0,22.0
63126,37.0,42.0
63127,37.0,42.0
63128,37.0,42.0
63129,37.0,42.0
63130,1.0,1.0
63131,1.0,1.0
63132,0.0,2.0
63133,48.0,52.0
63134,1.0,97.0
63135,12.0,50.0
63136,1.0,97.0
63137,1.0,97.0
63138,12.0,50.0
63139,6.0,18.0
63140,6.0,18.0
63141,6.0,18.0
63142,6.0,18.0
63143,2.0,6.0
63144,2.0,6.0
63145,2.0,6.0
63146,2.0,6.0
63147,6.0,18.0
63148,34.0,20.0
63149,4.0,9.0
63150,4.0,9.0
63151,4.0,9.0
63152,17.0,14.0
63153,12.0,18.0
63154,0.0,0.0
63155,2.0,12.0
63156,2.0,12.0
63157,2.0,12.0
63158,2.0,12.0
63159,2.0,12.0
63160,2.0,12.0
63161,2.0,12.0
63162,2.0,12.0
63163,0.0,1.0
63164,34.0,13.0
63165,6.0,1.0
63166,6.0,1.0
63167,14.0,22.0
63168,14.0,22.0
63169,0.0,11.0
63170,14.0,22.0
63171,0.0,11.0
63172,14.0,22.0
63173,14.0,22.0
63174,14.0,22.0
63175,14.0,22.0
63176,14.0,22.0
63177,1.0,1.0
63178,20.0,48.0
63179,20.0,48.0
63180,20.0,48.0
63181,20.0,48.0
63182,8.0,29.0
63183,8.0,29.0
63184,8.0,29.0
63185,8.0,29.0
63186,8.0,29.0
63187,8.0,29.0
63188,8.0,29.0
63189,8.0,29.0
63190,8.0,29.0
63191,8.0,29.0
63192,10.0,1.0
63193,18.0,21.0
63194,18.0,21.0
63195,18.0,21.0
63196,18.0,21.0
63197,0.0,0.0
63198,0.0,1.0
63199,0.0,1.0
63200,5.0,5.0
63201,19.0,30.0
63202,19.0,30.0
63203,19.0,30.0
63204,19.0,30.0
63205,19.0,30.0
63206,1.0,7.0
63207,1.0,7.0
63208,3.0,3.0
63209,0.0,0.0
63210,0.0,0.0
63211,3.0,3.0
63212,3.0,3.0
63213,6.0,3.0
63214,6.0,3.0
63215,6.0,3.0
63216,2.0,0.0
63217,2.0,0.0
63218,0.0,0.0
63219,11.0,17.0
63220,5.0,19.0
63221,0.0,0.0
63222,50.0,15.0
63223,50.0,15.0
63224,50.0,15.0
63225,50.0,15.0
63226,50.0,15.0
63227,50.0,15.0
63228,50.0,15.0
63229,4.0,11.0
63230,47.0,24.0
63231,47.0,24.0
63232,47.0,24.0
63233,47.0,24.0
63234,47.0,24.0
63235,10.0,144.0
63236,24.0,48.0
63237,24.0,48.0
63238,0.0,1.0
63239,2.0,4.0
63240,5.0,15.0
63241,28.0,51.0
63242,28.0,51.0
63243,28.0,51.0
63244,20.0,62.0
63245,20.0,62.0
63246,20.0,62.0
63247,20.0,62.0
63248,20.0,62.0
63249,20.0,62.0
63250,20.0,62.0
63251,0.0,0.0
63252,3.0,0.0
63253,3.0,0.0
63254,3.0,0.0
63255,3.0,0.0
63256,3.0,0.0
63257,3.0,0.0
63258,3.0,0.0
63259,3.0,0.0
63260,0.0,1.0
63261,0.0,5.0
63262,33.0,47.0
63263,33.0,47.0
63264,21.0,14.0
63265,7.0,10.0
63266,1.0,0.0
63267,9.0,4.0
63268,31.0,19.0
63269,7.0,11.0
63270,7.0,11.0
63271,7.0,11.0
63272,7.0,11.0
63273,7.0,11.0
63274,7.0,11.0
63275,7.0,11.0
63276,7.0,11.0
63277,7.0,11.0
63278,4.0,11.0
63279,4.0,11.0
63280,4.0,11.0
63281,4.0,11.0
63282,4.0,11.0
63283,4.0,11.0
63284,4.0,11.0
63285,4.0,11.0
63286,4.0,11.0
63287,4.0,11.0
63288,4.0,11.0
63289,4.0,11.0
63290,4.0,11.0
63291,4.0,11.0
63292,4.0,11.0
63293,4.0,11.0
63294,4.0,11.0
63295,4.0,11.0
63296,4.0,11.0
63297,4.0,11.0
63298,4.0,11.0
63299,0.0,0.0
63300,17.0,22.0
63301,17.0,22.0
63302,0.0,0.0
63303,6.0,3.0
63304,17.0,22.0
63305,17.0,22.0
63306,0.0,2.0
63307,0.0,2.0
63308,0.0,2.0
63309,9.0,16.0
63310,9.0,16.0
63311,7.0,4.0
63312,1.0,18.0
63313,1.0,18.0
63314,1.0,18.0
63315,3.0,22.0
63316,3.0,22.0
63317,3.0,22.0
63318,3.0,22.0
63319,3.0,22.0
63320,11.0,20.0
63321,11.0,20.0
63322,11.0,20.0
63323,13.0,35.0
63324,0.0,2.0
63325,0.0,2.0
63326,13.0,35.0
63327,13.0,35.0
63328,13.0,35.0
63329,13.0,35.0
63330,13.0,35.0
63331,13.0,35.0
63332,13.0,35.0
63333,13.0,35.0
63334,13.0,35.0
63335,5.0,16.0
63336,5.0,16.0
63337,5.0,16.0
63338,5.0,16.0
63339,5.0,16.0
63340,5.0,16.0
63341,5.0,16.0
63342,5.0,16.0
63343,0.0,4.0
63344,0.0,4.0
63345,0.0,4.0
63346,24.0,29.0
63347,24.0,29.0
63348,24.0,29.0
63349,2.0,11.0
63350,10.0,25.0
63351,10.0,25.0
63352,10.0,25.0
63353,0.0,12.0
63354,0.0,0.0
63355,0.0,0.0
63356,0.0,0.0
63357,15.0,12.0
63358,4.0,8.0
63359,4.0,48.0
63360,4.0,48.0
63361,8.0,22.0
63362,8.0,22.0
63363,8.0,22.0
63364,7.0,84.0
63365,7.0,84.0
63366,0.0,0.0
63367,7.0,84.0
63368,0.0,5.0
63369,0.0,5.0
63370,0.0,5.0
63371,0.0,3.0
63372,8.0,3.0
63373,8.0,3.0
63374,6.0,50.0
63375,0.0,8.0
63376,0.0,8.0
63377,13.0,65.0
63378,13.0,65.0
63379,13.0,65.0
63380,13.0,65.0
63381,13.0,65.0
63382,13.0,65.0
63383,0.0,8.0
63384,0.0,8.0
63385,0.0,8.0
63386,13.0,65.0
63387,1.0,7.0
63388,0.0,8.0
63389,13.0,65.0
63390,1.0,7.0
63391,13.0,65.0
63392,13.0,65.0
63393,9.0,24.0
63394,9.0,24.0
63395,9.0,24.0
63396,0.0,2.0
63397,32.0,37.0
63398,32.0,37.0
63399,0.0,0.0
63400,0.0,0.0
63401,0.0,0.0
63402,0.0,0.0
63403,32.0,37.0
63404,32.0,37.0
63405,32.0,37.0
63406,18.0,13.0
63407,20.0,31.0
63408,20.0,31.0
63409,7.0,24.0
63410,0.0,93.0
63411,7.0,24.0
63412,7.0,24.0
63413,0.0,93.0
63414,0.0,93.0
63415,0.0,93.0
63416,7.0,24.0
63417,7.0,24.0
63418,7.0,14.0
63419,0.0,93.0
63420,0.0,93.0
63421,0.0,93.0
63422,0.0,93.0
63423,7.0,24.0
63424,7.0,24.0
63425,0.0,93.0
63426,0.0,2.0
63427,0.0,2.0
63428,1.0,2.0
63429,1.0,2.0
63430,1.0,2.0
63431,0.0,20.0
63432,14.0,23.0
63433,8.0,27.0
63434,0.0,20.0
63435,8.0,27.0
63436,0.0,0.0
63437,0.0,0.0
63438,1.0,1.0
63439,1.0,1.0
63440,10.0,36.0
63441,10.0,36.0
63442,10.0,36.0
63443,0.0,18.0
63444,0.0,18.0
63445,0.0,18.0
63446,0.0,18.0
63447,3.0,0.0
63448,3.0,0.0
63449,0.0,0.0
63450,2.0,11.0
63451,2.0,11.0
63452,6.0,21.0
63453,1.0,0.0
63454,1.0,0.0
63455,1.0,0.0
63456,0.0,10.0
63457,17.0,102.0
63458,17.0,102.0
63459,17.0,102.0
63460,17.0,102.0
63461,17.0,102.0
63462,17.0,102.0
63463,5.0,16.0
63464,5.0,53.0
63465,5.0,53.0
63466,5.0,53.0
63467,5.0,53.0
63468,17.0,20.0
63469,17.0,20.0
63470,1.0,0.0
63471,38.0,25.0
63472,38.0,25.0
63473,38.0,25.0
63474,6.0,8.0
63475,6.0,8.0
63476,6.0,8.0
63477,6.0,8.0
63478,6.0,8.0
63479,6.0,8.0
63480,6.0,8.0
63481,6.0,8.0
63482,17.0,15.0
63483,17.0,15.0
63484,17.0,15.0
63485,17.0,15.0
63486,17.0,15.0
63487,8.0,4.0
63488,8.0,4.0
63489,32.0,25.0
63490,32.0,25.0
63491,0.0,0.0
63492,0.0,2.0
63493,0.0,2.0
63494,0.0,2.0
63495,0.0,2.0
63496,13.0,75.0
63497,2.0,29.0
63498,8.0,18.0
63499,4.0,33.0
63500,4.0,33.0
63501,8.0,18.0
63502,4.0,33.0
63503,1.0,0.0
63504,0.0,6.0
63505,1.0,0.0
63506,16.0,25.0
63507,16.0,25.0
63508,16.0,25.0
63509,1.0,0.0
63510,29.0,87.0
63511,29.0,87.0
63512,29.0,87.0
63513,29.0,87.0
63514,29.0,87.0
63515,29.0,87.0
63516,29.0,87.0
63517,29.0,87.0
63518,29.0,87.0
63519,29.0,87.0
63520,29.0,87.0
63521,29.0,87.0
63522,1.0,16.0
63523,1.0,16.0
63524,6.0,46.0
63525,1.0,16.0
63526,6.0,46.0
63527,1.0,16.0
63528,7.0,15.0
63529,4.0,34.0
63530,39.0,25.0
63531,39.0,25.0
63532,39.0,25.0
63533,39.0,25.0
63534,39.0,25.0
63535,39.0,25.0
63536,2.0,3.0
63537,0.0,63.0
63538,0.0,63.0
63539,0.0,63.0
63540,0.0,63.0
63541,0.0,63.0
63542,0.0,63.0
63543,0.0,63.0
63544,0.0,63.0
63545,0.0,63.0
63546,0.0,63.0
63547,0.0,63.0
63548,0.0,63.0
63549,8.0,45.0
63550,8.0,45.0
63551,52.0,88.0
63552,0.0,20.0
63553,0.0,20.0
63554,52.0,88.0
63555,52.0,88.0
63556,0.0,20.0
63557,0.0,20.0
63558,0.0,20.0
63559,0.0,20.0
63560,52.0,88.0
63561,16.0,38.0
63562,16.0,38.0
63563,16.0,38.0
63564,16.0,38.0
63565,16.0,38.0
63566,12.0,36.0
63567,0.0,12.0
63568,0.0,12.0
63569,14.0,7.0
63570,14.0,7.0
63571,14.0,7.0
63572,14.0,7.0
63573,14.0,7.0
63574,14.0,7.0
63575,14.0,7.0
63576,5.0,10.0
63577,5.0,10.0
63578,5.0,10.0
63579,5.0,10.0
63580,35.0,21.0
63581,35.0,21.0
63582,35.0,21.0
63583,9.0,17.0
63584,22.0,50.0
63585,22.0,50.0
63586,22.0,50.0
63587,22.0,50.0
63588,22.0,50.0
63589,22.0,50.0
63590,22.0,50.0
63591,22.0,50.0
63592,11.0,11.0
63593,11.0,11.0
63594,11.0,11.0
63595,11.0,11.0
63596,0.0,0.0
63597,0.0,0.0
63598,3.0,25.0
63599,3.0,25.0
63600,7.0,10.0
63601,7.0,10.0
63602,7.0,10.0
63603,7.0,10.0
63604,7.0,10.0
63605,12.0,24.0
63606,37.0,28.0
63607,37.0,28.0
63608,12.0,17.0
63609,12.0,17.0
63610,12.0,17.0
63611,12.0,17.0
63612,1.0,15.0
63613,1.0,15.0
63614,1.0,15.0
63615,12.0,17.0
63616,1.0,15.0
63617,1.0,15.0
63618,12.0,17.0
63619,12.0,17.0
63620,0.0,0.0
63621,0.0,0.0
63622,12.0,17.0
63623,1.0,15.0
63624,1.0,15.0
63625,1.0,15.0
63626,1.0,15.0
63627,1.0,15.0
63628,1.0,15.0
63629,1.0,15.0
63630,12.0,17.0
63631,1.0,15.0
63632,0.0,0.0
63633,1.0,3.0
63634,1.0,3.0
63635,2.0,6.0
63636,6.0,9.0
63637,6.0,9.0
63638,6.0,9.0
63639,6.0,9.0
63640,6.0,9.0
63641,6.0,9.0
63642,22.0,32.0
63643,22.0,32.0
63644,22.0,32.0
63645,22.0,32.0
63646,22.0,32.0
63647,22.0,32.0
63648,22.0,32.0
63649,9.0,24.0
63650,9.0,24.0
63651,9.0,24.0
63652,28.0,28.0
63653,28.0,28.0
63654,28.0,28.0
63655,28.0,28.0
63656,2.0,2.0
63657,9.0,21.0
63658,0.0,0.0
63659,9.0,21.0
63660,9.0,21.0
63661,9.0,21.0
63662,0.0,0.0
63663,0.0,0.0
63664,0.0,14.0
63665,0.0,14.0
63666,0.0,14.0
63667,11.0,29.0
63668,11.0,29.0
63669,0.0,0.0
63670,0.0,0.0
63671,11.0,29.0
63672,22.0,23.0
63673,22.0,23.0
63674,22.0,23.0
63675,22.0,23.0
63676,22.0,23.0
63677,40.0,36.0
63678,40.0,36.0
63679,40.0,36.0
63680,40.0,36.0
63681,40.0,36.0
63682,40.0,36.0
63683,40.0,36.0
63684,2.0,3.0
63685,0.0,0.0
63686,0.0,0.0
63687,21.0,26.0
63688,21.0,26.0
63689,21.0,26.0
63690,2.0,4.0
63691,2.0,4.0
63692,21.0,26.0
63693,1.0,3.0
63694,1.0,3.0
63695,0.0,0.0
63696,0.0,0.0
63697,0.0,0.0
63698,0.0,0.0
63699,0.0,0.0
63700,1.0,34.0
63701,3.0,20.0
63702,3.0,20.0
63703,3.0,20.0
63704,3.0,20.0
63705,16.0,44.0
63706,16.0,44.0
63707,16.0,44.0
63708,7.0,23.0
63709,68.0,30.0
63710,68.0,30.0
63711,68.0,30.0
63712,3.0,5.0
63713,15.0,29.0
63714,15.0,29.0
63715,10.0,23.0
63716,10.0,23.0
63717,10.0,23.0
63718,10.0,23.0
63719,10.0,23.0
63720,35.0,85.0
63721,35.0,85.0
63722,35.0,85.0
63723,2.0,4.0
63724,35.0,85.0
63725,35.0,85.0
63726,3.0,27.0
63727,3.0,27.0
63728,3.0,27.0
63729,6.0,70.0
63730,15.0,6.0
63731,6.0,70.0
63732,12.0,19.0
63733,6.0,70.0
63734,6.0,70.0
63735,15.0,34.0
63736,9.0,29.0
63737,9.0,29.0
63738,9.0,29.0
63739,0.0,4.0
63740,0.0,4.0
63741,9.0,29.0
63742,2.0,7.0
63743,2.0,7.0
63744,2.0,7.0
63745,2.0,7.0
63746,0.0,32.0
63747,0.0,32.0
63748,0.0,32.0
63749,10.0,32.0
63750,10.0,32.0
63751,1.0,0.0
63752,4.0,10.0
63753,22.0,30.0
63754,1.0,35.0
63755,22.0,30.0
63756,22.0,30.0
63757,2.0,0.0
63758,36.0,67.0
63759,36.0,67.0
63760,3.0,20.0
63761,3.0,20.0
63762,30.0,22.0
63763,30.0,22.0
63764,30.0,22.0
63765,30.0,22.0
63766,0.0,1.0
63767,1.0,0.0
63768,1.0,0.0
63769,8.0,3.0
63770,18.0,15.0
63771,18.0,15.0
63772,18.0,15.0
63773,22.0,12.0
63774,22.0,12.0
63775,22.0,12.0
63776,4.0,2.0
63777,4.0,2.0
63778,4.0,2.0
63779,16.0,6.0
63780,10.0,19.0
63781,10.0,19.0
63782,0.0,2.0
63783,3.0,4.0
63784,45.0,26.0
63785,45.0,26.0
63786,45.0,26.0
63787,5.0,12.0
63788,9.0,6.0
63789,9.0,33.0
63790,9.0,33.0
63791,9.0,33.0
63792,0.0,0.0
63793,9.0,33.0
63794,9.0,33.0
63795,6.0,49.0
63796,6.0,49.0
63797,6.0,49.0
63798,6.0,49.0
63799,26.0,90.0
63800,26.0,90.0
63801,26.0,90.0
63802,26.0,90.0
63803,5.0,7.0
63804,5.0,7.0
63805,5.0,7.0
63806,0.0,4.0
63807,2.0,20.0
63808,14.0,22.0
63809,14.0,22.0
63810,14.0,22.0
63811,14.0,22.0
63812,14.0,22.0
63813,14.0,22.0
63814,14.0,22.0
63815,0.0,2.0
63816,10.0,54.0
63817,10.0,54.0
63818,3.0,2.0
63819,0.0,4.0
63820,30.0,39.0
63821,30.0,39.0
63822,30.0,39.0
63823,30.0,39.0
63824,30.0,39.0
63825,30.0,39.0
63826,31.0,97.0
